,empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra.address,extra.last_updated,extra.renting,extra.returning,extra.uid,extra.bike_uids,extra.number,extra.slots,Dist from Coit
8,8.0,7.0,indego,39.98003,-75.14371,6th & Berks,2021-02-26T20:50:55.408000Z,527 W. Berks St.,1614372654.0,1.0,1.0,bcycle_indego_3017,,,,49.439434000000006
9,17.0,4.0,indego,39.94711,-75.16618,15th & Spruce,2021-02-26T20:50:55.415000Z,1483 Spruce St.,1614372654.0,1.0,1.0,bcycle_indego_3010,,,,49.38404400000001
10,19.0,7.0,indego,39.94218,-75.17747,21st & Catharine,2021-02-26T20:50:55.422000Z,807 S. 21st St.,1614372654.0,1.0,1.0,bcycle_indego_3012,,,,49.367824000000006
11,6.0,11.0,indego,39.96317,-75.14792,6th & Fairmount,2021-02-26T20:50:55.423000Z,674 N. 6th St.,1614372654.0,1.0,1.0,bcycle_indego_3013,,,,49.418364000000004
12,10.0,8.0,indego,39.94018,-75.15442,7th & Fitzwater,2021-02-26T20:50:55.424000Z,736 S. 7th St.,1614372654.0,1.0,1.0,bcycle_indego_3155,,,,49.388874
13,9.0,10.0,indego,39.95924,-75.15821,12th & Callowhill,2021-02-26T20:50:55.425000Z,403 N. 12th Street,1614372654.0,1.0,1.0,bcycle_indego_3154,,,,49.40414400000001
14,10.0,8.0,indego,39.92545,-75.15954,"8th & Mifflin, Bok Building",2021-02-26T20:50:55.436000Z,808 Mifflin St.,1614372654.0,1.0,1.0,bcycle_indego_3157,,,,49.369023999999996
15,18.0,4.0,indego,39.95381,-75.17407,20th & Market,2021-02-26T20:50:55.442000Z,2005 market street,1614372654.0,1.0,1.0,bcycle_indego_3156,,,,49.382854
16,5.0,12.0,indego,39.95273,-75.15979,12th & Filbert,2021-02-26T20:50:55.445000Z,1200 Filbert St.,1614372654.0,1.0,1.0,bcycle_indego_3018,,,,49.39605400000001
17,12.0,3.0,indego,39.95403,-75.14983,6th & Race,2021-02-26T20:50:55.446000Z,160 N. 6th St.,1614372654.0,1.0,1.0,bcycle_indego_3019,,,,49.407314000000014
18,5.0,6.0,indego,39.97216,-75.12994,"Thompson & Palmer, Adaire School",2021-02-26T20:50:55.448000Z,448 East Thompson Street,1614372654.0,1.0,1.0,bcycle_indego_3153,,,,49.445334
19,14.0,3.0,indego,39.94993,-75.20286,"40th & Baltimore, Trolley Portal",2021-02-26T20:50:55.450000Z,"3960 Baltimore Ave,",1614372654.0,1.0,1.0,bcycle_indego_3152,,,,49.350184000000006
20,31.0,9.0,indego,39.95662,-75.19862,38th & Market,2021-02-26T20:50:55.457000Z,3810 Market St.,1614372654.0,1.0,1.0,bcycle_indego_3160,,,,49.361114
21,16.0,7.0,indego,39.95486,-75.18091,30th Street Station East,2021-02-26T20:50:55.458000Z,Market & Schuylkill Ave,1614372654.0,1.0,1.0,bcycle_indego_3161,,,,49.377064000000004
22,18.0,16.0,indego,39.94595,-75.18475,27th & South,2021-02-26T20:50:55.459000Z,630 Schuylkill Ave,1614372654.0,1.0,1.0,bcycle_indego_3162,,,,49.364314000000014
23,7.0,14.0,indego,39.94974,-75.18097,25th & Locust,2021-02-26T20:50:55.460000Z,229 S. 25th Street ,1614372654.0,1.0,1.0,bcycle_indego_3163,,,,49.371884
24,7.0,11.0,indego,39.92814,-75.16515,12th & Passyunk,2021-02-26T20:50:55.466000Z,1724 S. 12th St,1614372654.0,1.0,1.0,bcycle_indego_3164,,,,49.36610400000001
25,13.0,9.0,indego,39.95819,-75.1782,24th & Race SRT,2021-02-26T20:50:55.472000Z,2317 Race St,1614372654.0,1.0,1.0,bcycle_indego_3165,,,,49.383104
26,12.0,10.0,indego,39.97235,-75.13445,Frankford & Belgrade,2021-02-26T20:50:55.476000Z,1424 Frankford Ave,1614372654.0,1.0,1.0,bcycle_indego_3166,,,,49.441014
27,22.0,1.0,indego,39.95134,-75.17394,20th & Sansom,2021-02-26T20:50:55.484000Z,129 S. 20th St.,1614372654.0,1.0,1.0,bcycle_indego_3168,,,,49.380514000000005
28,11.0,6.0,indego,39.95382,-75.14263,2nd & Race,2021-02-26T20:50:55.485000Z,151 Race St,1614372654.0,1.0,1.0,bcycle_indego_3169,,,,49.41430400000001
29,9.0,12.0,indego,39.94019,-75.16691,Broad & Christian,2021-02-26T20:50:55.492000Z,1406 Christian Street,1614372654.0,1.0,1.0,bcycle_indego_3086,,,,49.376394000000005
30,19.0,16.0,indego,39.96984,-75.1418,3rd & Girard,2021-02-26T20:50:55.498000Z,317 W. Girard Ave. ,1614372654.0,1.0,1.0,bcycle_indego_3088,,,,49.431154
31,7.0,7.0,indego,39.95576,-75.18982,33rd & Market,2021-02-26T20:50:55.499000Z,3318 Market St.,1614372654.0,1.0,1.0,bcycle_indego_3009,,,,49.369054000000006
32,14.0,5.0,indego,39.98078,-75.15055,Temple University Station,2021-02-26T20:50:55.500000Z,1076 Berks Street,1614372654.0,1.0,1.0,bcycle_indego_3008,,,,49.43334400000001
33,12.0,8.0,indego,39.94517,-75.15993,"11th & Pine, Kahn Park",2021-02-26T20:50:55.510000Z,328 S. 11th St.,1614372654.0,1.0,1.0,bcycle_indego_3007,,,,49.388354
34,14.0,3.0,indego,39.9522,-75.20311,40th & Spruce,2021-02-26T20:50:55.511000Z,246 S. 40th St.,1614372654.0,1.0,1.0,bcycle_indego_3006,,,,49.35220400000001
35,7.0,5.0,indego,39.94733,-75.14403,"Welcome Park, NPS",2021-02-26T20:50:55.512000Z,191 S. 2nd St.,1614372654.0,1.0,1.0,bcycle_indego_3005,,,,49.406414000000005
36,9.0,6.0,indego,39.94426,-75.18134,Grays Ferry & Pemberton,2021-02-26T20:50:55.520000Z,2332 Grays Ferry Ave,1614372654.0,1.0,1.0,bcycle_indego_3170,,,,49.366034
37,9.0,10.0,indego,39.97207,-75.16351,17th & Girard,2021-02-26T20:50:55.527000Z,1617 Girard Ave.,1614372654.0,1.0,1.0,bcycle_indego_3077,,,,49.411674000000005
38,7.0,7.0,indego,39.95511,-75.20987,44th & Walnut,2021-02-26T20:50:55.528000Z,160 S. 44th St.,1614372654.0,1.0,1.0,bcycle_indego_3074,,,,49.34835400000001
39,6.0,5.0,indego,39.96718,-75.16125,Fairmount & Ridge,2021-02-26T20:50:55.533000Z,1413 Fairmount Ave.,1614372654.0,1.0,1.0,bcycle_indego_3075,,,,49.40904400000001
40,4.0,20.0,indego,39.93445,-75.14541,Front & Carpenter,2021-02-26T20:50:55.534000Z,925 S. Front St.,1614372654.0,1.0,1.0,bcycle_indego_3072,,,,49.392154000000005
41,5.0,10.0,indego,39.96143,-75.15242,9th & Spring Garden,2021-02-26T20:50:55.535000Z,802 Spring Garden St.,1614372654.0,1.0,1.0,bcycle_indego_3073,,,,49.412124
42,11.0,8.0,indego,39.96062,-75.13983,"Spring Garden Station, MFL",2021-02-26T20:50:55.536000Z,117 Spring Garden St.,1614372654.0,1.0,1.0,bcycle_indego_3070,,,,49.423904
43,3.0,10.0,indego,39.96173,-75.18788,"32nd & Baring, Drexel Park",2021-02-26T20:50:55.538000Z,3170 Baring St.,1614372654.0,1.0,1.0,bcycle_indego_3071,,,,49.376964
44,16.0,14.0,indego,39.90471,-75.1734,"Broad & Pattison, BSL",2021-02-26T20:50:55.540000Z,3701 Broad Street,1614372654.0,1.0,1.0,bcycle_indego_3188,,,,49.334424000000006
45,9.0,12.0,indego,39.95081,-75.16953,17th & Sansom,2021-02-26T20:50:55.542000Z,17th & Sansom,1614372654.0,1.0,1.0,bcycle_indego_3182,,,,49.38439400000001
46,14.0,6.0,indego,39.88994,-75.17679,15th & Kitty Hawk,2021-02-26T20:50:55.546000Z,S. 15th & Kitty Hawk Ave,1614372654.0,1.0,1.0,bcycle_indego_3183,,,,49.31626400000001
47,18.0,2.0,indego,39.89629,-75.17514,Crescent Park,2021-02-26T20:50:55.547000Z,"Crescent Park, Crescent Drive",1614372654.0,1.0,1.0,bcycle_indego_3181,,,,49.32426400000001
48,11.0,4.0,indego,39.89307,-75.17168,12th & Normandy,2021-02-26T20:50:55.552000Z,12th & Normandy Place,1614372654.0,1.0,1.0,bcycle_indego_3186,,,,49.32450400000001
49,5.0,14.0,indego,39.95725,-75.17232,20th & Race,2021-02-26T20:50:55.553000Z,20th & Race,1614372654.0,1.0,1.0,bcycle_indego_3187,,,,49.38804400000001
50,14.0,7.0,indego,39.95169,-75.15888,11th & Market ,2021-02-26T20:50:55.559000Z,11th & Market,1614372654.0,1.0,1.0,bcycle_indego_3185,,,,49.39592400000001
51,19.0,3.0,indego,39.95121,-75.19962,38th & Spruce,2021-02-26T20:50:55.562000Z,3804 spruce street,1614372654.0,1.0,1.0,bcycle_indego_3159,,,,49.35470400000001
52,17.0,9.0,indego,39.96759,-75.17952,Pennsylvania & Fairmount Perelman Building,2021-02-26T20:50:55.563000Z,2601 Pennsylvania Avenue,1614372654.0,1.0,1.0,bcycle_indego_3102,,,,49.39118400000001
53,19.0,19.0,indego,39.92777,-75.15103,Moyamensing & Tasker,2021-02-26T20:50:55.565000Z,1600 E. Moyamensing,1614372654.0,1.0,1.0,bcycle_indego_3100,,,,49.379854
54,8.0,10.0,indego,39.94295,-75.15955,11th & South,2021-02-26T20:50:55.568000Z,1015 South Street,1614372654.0,1.0,1.0,bcycle_indego_3101,,,,49.38651400000001
55,10.0,8.0,indego,39.99179,-75.18637,33rd & Dauphin,2021-02-26T20:50:55.569000Z,2300 N. 33rd Street,1614372654.0,1.0,1.0,bcycle_indego_3106,,,,49.40853400000001
56,9.0,9.0,indego,39.98203,-75.18866,33rd & Reservoir,2021-02-26T20:50:55.570000Z,1626 N. 33rd Street,1614372654.0,1.0,1.0,bcycle_indego_3107,,,,49.39648400000001
57,7.0,6.0,indego,39.96664,-75.19209,34th & Mantua,2021-02-26T20:50:55.572000Z,712 N. 34th Street,1614372654.0,1.0,1.0,bcycle_indego_3104,,,,49.37766400000001
58,9.0,6.0,indego,39.9707,-75.15171,Girard & Hutchinson,2021-02-26T20:50:55.576000Z,915 W. Girard Ave.,1614372654.0,1.0,1.0,bcycle_indego_3065,,,,49.42210400000001
59,17.0,5.0,indego,39.9384,-75.17327,"18th & Washington, Chew Playground",2021-02-26T20:50:55.578000Z,1800 Washington Ave.,1614372654.0,1.0,1.0,bcycle_indego_3064,,,,49.368244000000004
60,15.0,5.0,indego,39.95316,-75.16551,15th & Market,2021-02-26T20:50:55.579000Z,1515 Market Street,1614372654.0,1.0,1.0,bcycle_indego_3108,,,,49.390764000000004
61,26.0,3.0,indego,39.94561,-75.17348,19th & Lombard,2021-02-26T20:50:55.580000Z,1910 Lombard St.,1614372654.0,1.0,1.0,bcycle_indego_3066,,,,49.37524400000001
62,7.0,18.0,indego,39.95425,-75.17761,23rd & Market,2021-02-26T20:50:55.586000Z,2241 Market St.,1614372654.0,1.0,1.0,bcycle_indego_3061,,,,49.379754000000005
63,11.0,7.0,indego,39.95923,-75.17036,Free Library of Philadelphia - Central Library,2021-02-26T20:50:55.587000Z,302 N. 19th St.,1614372654.0,1.0,1.0,bcycle_indego_3060,,,,49.391984
64,22.0,3.0,indego,39.94633,-75.1698,17th & Pine,2021-02-26T20:50:55.596000Z,391  S. 17th St.,1614372654.0,1.0,1.0,bcycle_indego_3063,,,,49.37964400000001
65,8.0,6.0,indego,39.95197,-75.17943,24th & Sansom,2021-02-26T20:50:55.597000Z,120 S. 24th St.,1614372654.0,1.0,1.0,bcycle_indego_3062,,,,49.37565400000001
66,9.0,6.0,indego,39.95339,-75.15426,9th & Arch,2021-02-26T20:50:55.599000Z,813 Arch St.,1614372654.0,1.0,1.0,bcycle_indego_3050,,,,49.40224400000001
67,26.0,10.0,indego,39.96744,-75.17507,23rd & Fairmount,2021-02-26T20:50:55.600000Z,2237 Fairmount Ave.,1614372654.0,1.0,1.0,bcycle_indego_3051,,,,49.395484
68,11.0,14.0,indego,39.94732,-75.15695,9th & Locust,2021-02-26T20:50:55.601000Z,923 Locust St.,1614372654.0,1.0,1.0,bcycle_indego_3052,,,,49.39348400000001
69,15.0,4.0,indego,39.93231,-75.18154,Point Breeze & Tasker,2021-02-26T20:50:55.606000Z,1575 Point Breeze Ave.,1614372654.0,1.0,1.0,bcycle_indego_3053,,,,49.35388400000001
70,27.0,8.0,indego,39.9625,-75.1742,Rodin Museum,2021-02-26T20:50:55.609000Z,2170 Hamilton St.,1614372654.0,1.0,1.0,bcycle_indego_3054,,,,49.391414000000005
71,3.0,12.0,indego,39.95112,-75.15457,8th & Market,2021-02-26T20:50:55.616000Z,834 Market St.,1614372654.0,1.0,1.0,bcycle_indego_3055,,,,49.399664
72,13.0,8.0,indego,39.97669,-75.15813,Broad & Oxford,2021-02-26T20:50:55.624000Z,1501 N. Broad St.,1614372654.0,1.0,1.0,bcycle_indego_3056,,,,49.421674
73,11.0,5.0,indego,39.96716,-75.17001,20th & Fairmount,2021-02-26T20:50:55.626000Z,1940 Fairmount Ave.,1614372654.0,1.0,1.0,bcycle_indego_3058,,,,49.400264
74,10.0,13.0,indego,39.92083,-75.17033,Broad & Ritner,2021-02-26T20:50:55.643000Z,2301 S Broad St.,1614372654.0,1.0,1.0,bcycle_indego_3197,,,,49.353614
75,12.0,4.0,indego,39.98717,-75.17477,25th & Diamond,2021-02-26T20:50:55.644000Z,2501 Diamond Street,1614372654.0,1.0,1.0,bcycle_indego_3196,,,,49.41551400000001
76,11.0,3.0,indego,39.97779,-75.21323,"Parkside & Belmont, Case Building",2021-02-26T20:50:55.656000Z,4601 Parkside Ave,1614372654.0,1.0,1.0,bcycle_indego_3111,,,,49.36767400000001
77,12.0,6.0,indego,39.96175,-75.13641,Del. River Trail & Penn St.,2021-02-26T20:50:55.664000Z,779 Delaware Ave,1614372654.0,1.0,1.0,bcycle_indego_3110,,,,49.42845400000001
78,9.0,3.0,indego,39.97472,-75.19781,Philadelphia Zoo,2021-02-26T20:50:55.669000Z,1046 N. 34th Street,1614372654.0,1.0,1.0,bcycle_indego_3113,,,,49.380024
79,13.0,5.0,indego,39.95373,-75.21825,48th & Spruce,2021-02-26T20:50:55.670000Z,310 S. 48th Street,1614372654.0,1.0,1.0,bcycle_indego_3112,,,,49.33859400000001
80,13.0,3.0,indego,39.93775,-75.18012,22nd & Federal,2021-02-26T20:50:55.672000Z,22nd & Federal St.,1614372654.0,1.0,1.0,bcycle_indego_3114,,,,49.360744000000004
81,8.0,13.0,indego,39.96006,-75.17198,Barnes Foundation,2021-02-26T20:50:55.677000Z,2025 Benjamin Franklin Pkwy,1614372654.0,1.0,1.0,bcycle_indego_3116,,,,49.391194
82,9.0,8.0,indego,39.96674,-75.20799,42nd & Lancaster,2021-02-26T20:50:55.680000Z,4209 Lancaster Avenue,1614372654.0,1.0,1.0,bcycle_indego_3119,,,,49.36186400000001
83,21.0,1.0,indego,39.95866,-75.21323,"46th Street Station, MFL",2021-02-26T20:50:55.682000Z,4628 Market Street,1614372654.0,1.0,1.0,bcycle_indego_3118,,,,49.34854400000001
84,6.0,10.0,indego,39.92552,-75.16904,Broad & Passyunk ,2021-02-26T20:50:55.687000Z,1384 McKean Street,1614372654.0,1.0,1.0,bcycle_indego_3158,,,,49.35959400000001
85,23.0,3.0,indego,39.95012,-75.14472,2nd & Market,2021-02-26T20:50:55.693000Z,215 Market St.,1614372654.0,1.0,1.0,bcycle_indego_3046,,,,49.408514
86,10.0,4.0,indego,39.94792,-75.16237,13th & Locust,2021-02-26T20:50:55.700000Z,213 S. 13th St.,1614372654.0,1.0,1.0,bcycle_indego_3045,,,,49.38866400000001
87,17.0,0.0,indego,39.93082,-75.17474,"18th & Fernon, Aquinas Center",2021-02-26T20:50:55.708000Z,1625 S. 18th St.,1614372654.0,1.0,1.0,bcycle_indego_3043,,,,49.359194
88,7.0,18.0,indego,39.96849,-75.13546,"Girard Station, MFL",2021-02-26T20:50:55.712000Z,1176 Leopard Ave.,1614372654.0,1.0,1.0,bcycle_indego_3041,,,,49.43614400000001
89,17.0,4.0,indego,39.96289,-75.16606,17th & Spring Garden,2021-02-26T20:50:55.716000Z,1684 Spring Garden St.,1614372654.0,1.0,1.0,bcycle_indego_3040,,,,49.399944000000005
90,13.0,4.0,indego,39.97583,-75.16846,Ridge & Master,2021-02-26T20:50:55.721000Z,2001 Ridge Ave.,1614372654.0,1.0,1.0,bcycle_indego_3200,,,,49.41048400000001
91,13.0,16.0,indego,39.94509,-75.1425,Foglietta Plaza,2021-02-26T20:50:55.741000Z,3 Dock St.,1614372654.0,1.0,1.0,bcycle_indego_3049,,,,49.40570400000001
92,7.0,10.0,indego,39.92884,-75.17021,"15th & Castle, DiSilvestro Playground",2021-02-26T20:50:55.743000Z,1487 Castle Street,1614372654.0,1.0,1.0,bcycle_indego_3150,,,,49.36174400000001
93,14.0,9.0,indego,39.95362,-75.13954,Race Street Pier,2021-02-26T20:50:55.748000Z,190 N Christopher Columbus Blvd (approx.),1614372654.0,1.0,1.0,bcycle_indego_3124,,,,49.41719400000001
94,13.0,6.0,indego,39.94391,-75.16735,15th & South,2021-02-26T20:50:55.750000Z,1505 South St. ,1614372654.0,1.0,1.0,bcycle_indego_3125,,,,49.37967400000001
95,10.0,9.0,indego,39.97522,-75.18669,31st & Girard,2021-02-26T20:50:55.752000Z,1210 N. 31st Street,1614372654.0,1.0,1.0,bcycle_indego_3120,,,,49.39164400000001
96,7.0,10.0,indego,39.97414,-75.18022,27th & Girard,2021-02-26T20:50:55.754000Z,2698 W Girard,1614372654.0,1.0,1.0,bcycle_indego_3121,,,,49.397034
97,15.0,4.0,indego,39.98004,-75.17088,22nd & Cecil B. Moore,2021-02-26T20:50:55.762000Z,1637 N. 22nd Street,1614372654.0,1.0,1.0,bcycle_indego_3123,,,,49.41227400000001
98,17.0,2.0,indego,39.94527,-75.17971,23rd & South,2021-02-26T20:50:55.770000Z,671 S. 23rd St.,1614372654.0,1.0,1.0,bcycle_indego_3032,,,,49.368674000000006
99,22.0,7.0,indego,39.93935,-75.15716,Darien & Catharine,2021-02-26T20:50:55.772000Z,840 S. Darien St.,1614372654.0,1.0,1.0,bcycle_indego_3030,,,,49.385304
100,19.0,2.0,indego,39.98005,-75.15522,13th & Montgomery,2021-02-26T20:50:55.780000Z,1284 W. Montgomery Ave.,1614372654.0,1.0,1.0,bcycle_indego_3031,,,,49.427944000000004
101,10.0,11.0,indego,39.95424,-75.16138,Pennsylvania Convention Center,2021-02-26T20:50:55.781000Z,1321 Arch St.,1614372654.0,1.0,1.0,bcycle_indego_3037,,,,49.39597400000001
102,9.0,7.0,indego,39.93315,-75.16248,11th & Reed,2021-02-26T20:50:55.782000Z,1300 S. 11th Street,1614372654.0,1.0,1.0,bcycle_indego_3034,,,,49.373784
103,16.0,4.0,indego,39.96271,-75.19419,Dornsife Center,2021-02-26T20:50:55.784000Z,3599 Spring Garden,1614372654.0,1.0,1.0,bcycle_indego_3035,,,,49.371634
104,15.0,8.0,indego,39.93704,-75.15038,4th & Christian,2021-02-26T20:50:55.789000Z,403 Christian St.,1614372654.0,1.0,1.0,bcycle_indego_3069,,,,49.38977400000001
105,8.0,11.0,indego,39.94781,-75.19409,The Children's Hospital of Philadelphia (CHOP),2021-02-26T20:50:55.790000Z,3499 Civic Center Blvd.,1614372654.0,1.0,1.0,bcycle_indego_3038,,,,49.356834
106,15.0,4.0,indego,39.97121,-75.1597,Broad & Girard,2021-02-26T20:50:55.791000Z,922 N. Broad St.,1614372654.0,1.0,1.0,bcycle_indego_3039,,,,49.414624
107,10.0,8.0,indego,39.93549,-75.16711,Broad & Federal,2021-02-26T20:50:55.792000Z,1201 S. Broad St.,1614372654.0,1.0,1.0,bcycle_indego_3068,,,,49.37149400000001
108,10.0,4.0,indego,39.96411,-75.19973,"39th & Mt. Vernon, Mantua Haverford Community Center",2021-02-26T20:50:55.800000Z,631 N. 39th St.,1614372654.0,1.0,1.0,bcycle_indego_3067,,,,49.367494
109,8.0,7.0,indego,39.93724,-75.1612,11th & Washington,2021-02-26T20:50:55.805000Z,1084 Washington Ave.,1614372654.0,1.0,1.0,bcycle_indego_3025,,,,49.379154000000014
110,10.0,8.0,indego,39.94822,-75.20908,"43rd & Chester, Clark Park",2021-02-26T20:50:55.806000Z,598 S. 43rd St.,1614372654.0,1.0,1.0,bcycle_indego_3024,,,,49.342254000000004
111,9.0,8.0,indego,39.9538,-75.19479,36th & Sansom,2021-02-26T20:50:55.807000Z,125 S. 36th St.,1614372654.0,1.0,1.0,bcycle_indego_3029,,,,49.36212400000001
112,9.0,6.0,indego,39.94061,-75.14958,4th & Bainbridge,2021-02-26T20:50:55.810000Z,404 Bainbridge St.,1614372654.0,1.0,1.0,bcycle_indego_3028,,,,49.394144000000004
113,13.0,7.0,indego,39.96207,-75.14111,2nd & Fairmount,2021-02-26T20:50:55.642000Z,703 N 2nd St.,1614372654.0,1.0,1.0,bcycle_indego_3192,,,,49.424074000000005
114,18.0,16.0,indego,39.9539,-75.16902,18th & JFK,2021-02-26T20:50:55.801000Z,1750 John F. Kennedy Blvd.,1614372654.0,1.0,1.0,bcycle_indego_3021,,,,49.387994
115,11.0,7.0,indego,39.98492,-75.15668,Broad & Diamond,2021-02-26T20:50:55.640000Z,2108 N Broad St,1614372654.0,1.0,1.0,bcycle_indego_3210,,,,49.43135400000001
116,6.0,15.0,indego,39.95134,-75.16758,16th & Chestnut,2021-02-26T20:50:55.729000Z,1603 Chestnut St.,1614372654.0,1.0,1.0,bcycle_indego_3202,,,,49.386874000000006
117,17.0,4.0,indego,39.95174,-75.17063,18th & Chestnut,2021-02-26T20:50:55.742000Z,1805 Chestnut St,1614372654.0,1.0,1.0,bcycle_indego_3206,,,,49.384224
118,11.0,3.0,indego,39.949,-75.21278,45th & Baltimore,2021-02-26T20:50:55.764000Z,980 45th St,1614372654.0,1.0,1.0,bcycle_indego_3209,,,,49.33933400000001
119,15.0,10.0,indego,39.96439,-75.17987,Philadelphia Museum of Art,2021-02-26T20:50:55.625000Z,Schuylkill River Trail,1614372654.0,1.0,1.0,bcycle_indego_3057,,,,49.38763400000001
120,19.0,4.0,indego,39.97263,-75.16757,"19th & Girard, PTTI",2021-02-26T20:50:55.671000Z,1901 W. Girard St..,1614372654.0,1.0,1.0,bcycle_indego_3115,,,,49.40817400000001
121,16.0,12.0,indego,39.95048,-75.19324,34th & Spruce,2021-02-26T20:50:55.768000Z,3566 Spruce St,1614372654.0,1.0,1.0,bcycle_indego_3208,,,,49.360354
122,5.0,13.0,indego,39.95025,-75.16028,12th & Chestnut,2021-02-26T20:50:55.480000Z,118 S. 12th St.,1614372654.0,1.0,1.0,bcycle_indego_3167,,,,49.393084
123,13.0,7.0,indego,39.95005,-75.15672,10th & Chestnut,2021-02-26T20:50:55.771000Z,921 Chestnut St.,1614372654.0,1.0,1.0,bcycle_indego_3033,,,,49.396443999999995
124,7.0,13.0,indego,39.95071,-75.14921,"Independence Mall, NPS",2021-02-26T20:50:55.690000Z,519 Market St.,1614372654.0,1.0,1.0,bcycle_indego_3047,,,,49.40461400000001
125,14.0,6.0,indego,39.94077,-75.17227,18th & Christian,2021-02-26T20:50:55.728000Z,1798 Christian St,1614372654.0,1.0,1.0,bcycle_indego_3203,,,,49.37161400000001
126,14.0,8.0,indego,39.96437,-75.16582,17th & Green,2021-02-26T20:50:55.740000Z,1698 Green St,1614372654.0,1.0,1.0,bcycle_indego_3204,,,,49.40166400000001
127,17.0,3.0,indego,39.95472,-75.18323,Amtrak 30th Street Station,2021-02-26T20:50:55.804000Z,2933 Market Street,1614372654.0,1.0,1.0,bcycle_indego_3022,,,,49.37460400000001
128,18.0,2.0,indego,39.95405,-75.16783,17th & JFK,2021-02-26T20:50:55.736000Z,1617 John F. Kennedy Blvd,1614372654.0,1.0,1.0,bcycle_indego_3205,,,,49.38933400000001
129,22.0,8.0,indego,39.97172,-75.1706,Corinthian & Poplar,2021-02-26T20:50:55.502000Z,777 Corinthian Ave.,1614372654.0,1.0,1.0,bcycle_indego_3211,,,,49.40423400000001
130,14.0,6.0,indego,39.95967,-75.19649,38th & Powelton,2021-02-26T20:50:55.420000Z,3788 Powelton Avenue,1614372654.0,1.0,1.0,bcycle_indego_3011,,,,49.36629400000001
131,11.0,14.0,indego,39.95886,-75.17369,"21st & Winter, Franklin Institute",2021-02-26T20:50:55.386000Z,2090 Winter St.,1614372654.0,1.0,1.0,bcycle_indego_3014,,,,49.38828400000001
132,9.0,13.0,indego,39.95441,-75.192,34th & Chestnut,2021-02-26T20:50:55.794000Z,3400 Chestnut St,1614372654.0,1.0,1.0,bcycle_indego_3207,,,,49.365524000000015
133,28.0,4.0,indego,39.94573,-75.19551,Health Sciences Drive,2021-02-26T20:50:55.557000Z,Health Sciences Drive,1614372654.0,1.0,1.0,bcycle_indego_3184,,,,49.353334000000004
134,27.0,5.0,indego,39.96379,-75.18158,Schuylkill Banks Pergola,2021-02-26T20:50:55.376000Z,2600 Martin Luther King drive,1614372654.0,1.0,1.0,bcycle_indego_3212,,,,49.38532400000001
135,20.0,10.0,indego,39.95378,-75.16374,Municipal Services Building Plaza,2021-02-26T20:50:55.514000Z,1401 John F. Kennedy Blvd.,1614372654.0,1.0,1.0,bcycle_indego_3004,,,,49.393154
136,16.0,5.0,indego,39.96244,-75.16121,"Spring Garden Station, BSL",2021-02-26T20:50:55.636000Z,1415 Spring Garden St.,1614372654.0,1.0,1.0,bcycle_indego_3059,,,,49.40434400000001
137,10.0,10.0,indego,39.95523,-75.1662,16th & Arch,2021-02-26T20:50:55.720000Z,107 16th Street,1614372654.0,1.0,1.0,bcycle_indego_3201,,,,49.392144
138,8.0,10.0,indego,39.95355,-75.17192,19th & Market,2021-02-26T20:50:55.521000Z,1901 Market St.,1614372654.0,1.0,1.0,bcycle_indego_3078,,,,49.384744000000005
139,14.0,5.0,indego,39.97841,-75.22399,ParkWest Town Center,2021-02-26T20:50:55.673000Z,1575 N 52nd St.,1614372654.0,1.0,1.0,bcycle_indego_3117,,,,49.357534
140,0.0,1.0,indego,39.97891,-75.1578,Broad & Cecil B Moore,2021-02-26T20:50:55.560000Z,1052 N Broad St,1614372654.0,1.0,1.0,bcycle_indego_3214,,,,49.42422400000001
141,13.0,7.0,indego,39.98101,-75.13721,2nd & Norris,2021-02-26T20:50:55.497000Z,"2007 N 2nd st. Philadelphia, PA 19122",1614372654.0,1.0,1.0,bcycle_indego_3226,,,,49.44691400000001
142,14.0,22.0,indego,39.94855,-75.19007,University City Station,2021-02-26T20:50:55.802000Z,3051 South St.,1614372654.0,1.0,1.0,bcycle_indego_3020,,,,49.361594
143,3.0,3.0,indego,39.93887,-75.16663,Broad & Carpenter,2021-02-26T20:50:55.368000Z,1000 S Broad St,1614372654.0,1.0,1.0,bcycle_indego_3213,,,,49.37535400000001
0,12.0,9.0,indiana-pacers-bikeshare,39.76593,-86.16216,Convention Center - Maryland and Capitol,2021-02-26T20:50:33.078000Z,50 S. Capitol Ave.,1614372632.0,1.0,1.0,bcycle_pacersbikeshare_2605,,,,38.206884
1,5.0,6.0,indiana-pacers-bikeshare,39.77356,-86.16133,Gibson Building,2021-02-26T20:50:33.079000Z,433 N. Capitol Ave.,1614372632.0,1.0,1.0,bcycle_pacersbikeshare_2873,,,,38.215344
2,2.0,7.0,indiana-pacers-bikeshare,39.77474,-86.16981,Michigan St. and Blackford,2021-02-26T20:50:33.091000Z,525 N. Blackford St.,1614372632.0,1.0,1.0,bcycle_pacersbikeshare_2610,,,,38.20804400000001
3,8.0,9.0,indiana-pacers-bikeshare,39.77338,-86.17543,IUPUI Campus Center,2021-02-26T20:50:33.095000Z,401 University Blvd.,1614372632.0,1.0,1.0,bcycle_pacersbikeshare_2611,,,,38.201064
